dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,Nx*c,V(mm鲁),P
11,4.4,4.5,14755.56 ,0.84 ,,,,,,,,,,,,,,,,,,
11,4.8,4.5,16515.84 ,0.84 ,,,,,,,,,,,,,,,,,,
11,5,4.5,15315.89 ,0.87 ,,,,,,,,,,,,,,,,,,
11,5,4.5,16719.73 ,0.85 ,,,,,,,,,,,,,,,,,,
11,5.2,4.5,15502.67 ,0.88 ,,,,,,,,,,,,,,,,,,
11,5.6,4.5,17331.43 ,0.88 ,,,,,,,,,,,,,,,,,,
11,5.8,4.5,17535.33 ,0.89 ,,,,,,,,,,,,,,,,,,
11,6,4.5,16249.79 ,0.93 ,,,,,,,,,,,,,,,,,,
11,6,4.5,17739.23 ,0.91 ,,,,,,,,,,,,,,,,,,
11,6.2,4.5,16436.57 ,0.94 ,,,,,,,,,,,,,,,,,,
11,6.6,4.5,18350.93 ,0.93 ,,,,,,,,,,,,,,,,,,
11,1,3,7348.52 ,0.66 ,,,,,,,,,,,,,,,,,,
11,1.2,3,7483.35 ,0.65 ,,,,,,,,,,,,,,,,,,
11,1.2,3,8300.31 ,0.64 ,,,,,,,,,,,,,,,,,,
11,1.4,3,8449.87 ,0.63 ,,,,,,,,,,,,,,,,,,
11,1.6,3,7753.02 ,0.64 ,,,,,,,,,,,,,,,,,,
11,1.8,3,7887.86 ,0.64 ,,,,,,,,,,,,,,,,,,
11,1.8,3,8748.98 ,0.63 ,,,,,,,,,,,,,,,,,,
11,2,3,8022.69 ,0.65 ,,,,,,,,,,,,,,,,,,
11,2.2,3,9048.09 ,0.64 ,,,,,,,,,,,,,,,,,,
11,2.4,3,8292.36 ,0.66 ,,,,,,,,,,,,,,,,,,
11,2.6,3,9347.20 ,0.66 ,,,,,,,,,,,,,,,,,,
11,2.8,3,8562.04 ,0.68 ,,,,,,,,,,,,,,,,,,
11,2.8,3,9496.76 ,0.67 ,,,,,,,,,,,,,,,,,,
11,3.2,3,8831.71 ,0.70 ,,,,,,,,,,,,,,,,,,
11,3.2,3,9795.87 ,0.69 ,,,,,,,,,,,,,,,,,,
11,3.4,3,8966.54 ,0.71 ,,,,,,,,,,,,,,,,,,
11,3.8,3,9236.21 ,0.72 ,,,,,,,,,,,,,,,,,,
11,3.8,3,10244.53 ,0.71 ,,,,,,,,,,,,,,,,,,
11,4,3,9371.05 ,0.73 ,,,,,,,,,,,,,,,,,,
11,4.2,3,10543.64 ,0.72 ,,,,,,,,,,,,,,,,,,
11,4.4,3,9640.72 ,0.74 ,,,,,,,,,,,,,,,,,,
11,4.4,3,10693.20 ,0.73 ,,,,,,,,,,,,,,,,,,
11,4.6,3,9775.55 ,0.75 ,,,,,,,,,,,,,,,,,,
11,4.8,3,9910.39 ,0.77 ,,,,,,,,,,,,,,,,,,
11,5,3,11141.86 ,0.76 ,,,,,,,,,,,,,,,,,,
11,5.2,3,10180.06 ,0.78 ,,,,,,,,,,,,,,,,,,
11,5.2,3,11291.42 ,0.77 ,,,,,,,,,,,,,,,,,,
11,5.4,3,10314.89 ,0.79 ,,,,,,,,,,,,,,,,,,
11,5.6,3,11590.53 ,0.78 ,,,,,,,,,,,,,,,,,,
11,5.8,3,11740.08 ,0.79 ,,,,,,,,,,,,,,,,,,
11,6,3,10719.40 ,0.82 ,,,,,,,,,,,,,,,,,,
11,6,3,11889.64 ,0.81 ,,,,,,,,,,,,,,,,,,
11,6.2,3,10854.23 ,0.83 ,,,,,,,,,,,,,,,,,,
11,6.4,3,12188.75 ,0.82 ,,,,,,,,,,,,,,,,,,
11,6.6,3,12338.30 ,0.83 ,,,,,,,,,,,,,,,,,,
11,1,4.5,13437.83 ,0.91 ,,,,,,,,,,,,,,,,,,
11,1.2,4.5,13654.57 ,0.89 ,,,,,,,,,,,,,,,,,,
11,1.4,4.5,13871.31 ,0.88 ,,,,,,,,,,,,,,,,,,
11,1.6,4.5,12975.25 ,0.89 ,,,,,,,,,,,,,,,,,,
11,1.8,4.5,13174.87 ,0.89 ,,,,,,,,,,,,,,,,,,
11,1.8,4.5,14304.79 ,0.88 ,,,,,,,,,,,,,,,,,,
11,2.2,4.5,13574.11 ,0.91 ,,,,,,,,,,,,,,,,,,
11,2.2,4.5,14738.27 ,0.90 ,,,,,,,,,,,,,,,,,,
11,2.6,4.5,13973.34 ,0.94 ,,,,,,,,,,,,,,,,,,
11,2.6,4.5,15171.74 ,0.93 ,,,,,,,,,,,,,,,,,,
11,2.8,4.5,14172.96 ,0.96 ,,,,,,,,,,,,,,,,,,
11,3,4.5,14372.58 ,0.97 ,,,,,,,,,,,,,,,,,,
11,3,4.5,15605.22 ,0.95 ,,,,,,,,,,,,,,,,,,
11,3.2,4.5,14572.20 ,0.98 ,,,,,,,,,,,,,,,,,,
11,3.4,4.5,16038.70 ,0.98 ,,,,,,,,,,,,,,,,,,
11,3.6,4.5,16255.44 ,0.99 ,,,,,,,,,,,,,,,,,,
11,3.2,4,7662.73 ,0.90 ,,,,,,,,,,,,,,,,,,
11,3.4,4,7187.98 ,0.64 ,,,,,,,,,,,,,,,,,,
11,3.4,4,8354.86 ,0.57 ,,,,,,,,,,,,,,,,,,
11,5.6,4,8293.82 ,0.64 ,,,,,,,,,,,,,,,,,,
11,5.6,4,9640.22 ,0.56 ,,,,,,,,,,,,,,,,,,
11,5.8,4,8394.36 ,0.65 ,,,,,,,,,,,,,,,,,,
11,3.4,6,11390.70 ,0.80 ,,,,,,,,,,,,,,,,,,
11,5.4,6,12788.33 ,0.77 ,,,,,,,,,,,,,,,,,,
11,5.4,6,14574.41 ,0.68 ,,,,,,,,,,,,,,,,,,
11,5.6,6,12928.10 ,0.79 ,,,,,,,,,,,,,,,,,,
11,1.6,4,6793.20 ,0.56 ,,,,,,,,,,,,,,,,,,
11,1.6,4,7813.20 ,0.53 ,,,,,,,,,,,,,,,,,,
11,2.4,4,7227.96 ,0.52 ,,,,,,,,,,,,,,,,,,
11,2.4,4,8313.24 ,0.49 ,,,,,,,,,,,,,,,,,,
11,3.4,4,8938.30 ,0.48 ,,,,,,,,,,,,,,,,,,
11,3.6,4,7880.11 ,0.53 ,,,,,,,,,,,,,,,,,,
11,4.8,4,8532.26 ,0.54 ,,,,,,,,,,,,,,,,,,
11,4.8,4,9813.38 ,0.50 ,,,,,,,,,,,,,,,,,,
11,5,4,8640.95 ,0.56 ,,,,,,,,,,,,,,,,,,
11,6.6,4,10938.48 ,0.54 ,,,,,,,,,,,,,,,,,,
11,1,6,10731.02 ,0.84 ,,,,,,,,,,,,,,,,,,
11,1,6,12087.66 ,0.80 ,,,,,,,,,,,,,,,,,,
11,1.6,6,11194.23 ,0.73 ,,,,,,,,,,,,,,,,,,
11,2.2,6,13131.20 ,0.62 ,,,,,,,,,,,,,,,,,,
11,3.2,6,14000.82 ,0.62 ,,,,,,,,,,,,,,,,,,
11,3.4,6,12583.86 ,0.67 ,,,,,,,,,,,,,,,,,,
11,4.4,6,15044.36 ,0.62 ,,,,,,,,,,,,,,,,,,
11,4.6,6,13510.28 ,0.68 ,,,,,,,,,,,,,,,,,,
11,4.6,6,15218.28 ,0.63 ,,,,,,,,,,,,,,,,,,
11,4.8,6,13664.68 ,0.70 ,,,,,,,,,,,,,,,,,,
11,6.2,6,16609.67 ,0.67 ,,,,,,,,,,,,,,,,,,
11,6.4,6,14899.91 ,0.72 ,,,,,,,,,,,,,,,,,,
11,6.4,6,16783.59 ,0.68 ,,,,,,,,,,,,,,,,,,
11,6.6,6,15054.31 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2,4,7536.90 ,0.53 ,,,,,,,,,,,,,,,,,,
11,2,4,8589.54 ,0.52 ,,,,,,,,,,,,,,,,,,
11,2.6,4,7887.46 ,0.53 ,,,,,,,,,,,,,,,,,,
11,3.2,4,9388.57 ,0.53 ,,,,,,,,,,,,,,,,,,
11,3.4,4,8354.86 ,0.55 ,,,,,,,,,,,,,,,,,,
11,4,4,9921.25 ,0.55 ,,,,,,,,,,,,,,,,,,
11,4.2,4,8822.27 ,0.57 ,,,,,,,,,,,,,,,,,,
11,4.2,4,10054.43 ,0.55 ,,,,,,,,,,,,,,,,,,
11,4.4,4,8939.12 ,0.58 ,,,,,,,,,,,,,,,,,,
11,5.2,4,10720.28 ,0.58 ,,,,,,,,,,,,,,,,,,
11,5.4,4,9523.37 ,0.61 ,,,,,,,,,,,,,,,,,,
11,5.4,4,10853.45 ,0.59 ,,,,,,,,,,,,,,,,,,
11,5.6,4,9640.22 ,0.62 ,,,,,,,,,,,,,,,,,,
11,6.4,4,11519.31 ,0.61 ,,,,,,,,,,,,,,,,,,
11,6.6,4,10224.48 ,0.64 ,,,,,,,,,,,,,,,,,,
11,6.6,4,11652.48 ,0.62 ,,,,,,,,,,,,,,,,,,
11,1,6,11748.50 ,0.78 ,,,,,,,,,,,,,,,,,,
11,1.4,6,12086.59 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.8,6,13859.40 ,0.67 ,,,,,,,,,,,,,,,,,,
11,2.4,6,12931.80 ,0.67 ,,,,,,,,,,,,,,,,,,
11,2.4,6,14425.08 ,0.66 ,,,,,,,,,,,,,,,,,,
11,3,6,13438.93 ,0.69 ,,,,,,,,,,,,,,,,,,
11,3,6,14990.77 ,0.67 ,,,,,,,,,,,,,,,,,,
11,3.6,6,15556.46 ,0.68 ,,,,,,,,,,,,,,,,,,
11,3.8,6,14115.11 ,0.71 ,,,,,,,,,,,,,,,,,,
11,3.8,6,15745.03 ,0.69 ,,,,,,,,,,,,,,,,,,
11,4.6,6,16499.28 ,0.71 ,,,,,,,,,,,,,,,,,,
11,4.8,6,14960.32 ,0.75 ,,,,,,,,,,,,,,,,,,
11,4.8,6,16687.84 ,0.73 ,,,,,,,,,,,,,,,,,,
11,5,6,15129.37 ,0.76 ,,,,,,,,,,,,,,,,,,
11,5.8,6,17630.66 ,0.76 ,,,,,,,,,,,,,,,,,,
11,6,6,15974.58 ,0.80 ,,,,,,,,,,,,,,,,,,
11,6,6,17819.22 ,0.78 ,,,,,,,,,,,,,,,,,,
11,6.2,6,16143.63 ,0.81 ,,,,,,,,,,,,,,,,,,
11,1.2,4,7563.18 ,0.62 ,,,,,,,,,,,,,,,,,,
11,1.4,4,8691.87 ,0.60 ,,,,,,,,,,,,,,,,,,
11,1.6,4,7813.20 ,0.61 ,,,,,,,,,,,,,,,,,,
11,1.8,4,8974.53 ,0.59 ,,,,,,,,,,,,,,,,,,
11,2,4,8063.22 ,0.61 ,,,,,,,,,,,,,,,,,,
11,2,4,9115.86 ,0.59 ,,,,,,,,,,,,,,,,,,
11,2.4,4,8313.24 ,0.61 ,,,,,,,,,,,,,,,,,,
11,2.4,4,9398.52 ,0.60 ,,,,,,,,,,,,,,,,,,
11,2.8,4,9681.19 ,0.62 ,,,,,,,,,,,,,,,,,,
11,3,4,8688.28 ,0.64 ,,,,,,,,,,,,,,,,,,
11,3.4,4,10105.18 ,0.65 ,,,,,,,,,,,,,,,,,,
11,3.6,4,9063.31 ,0.67 ,,,,,,,,,,,,,,,,,,
11,4,4,10529.17 ,0.67 ,,,,,,,,,,,,,,,,,,
11,4.2,4,9438.35 ,0.69 ,,,,,,,,,,,,,,,,,,
11,4.2,4,10670.51 ,0.68 ,,,,,,,,,,,,,,,,,,
11,4.4,4,9563.36 ,0.70 ,,,,,,,,,,,,,,,,,,
11,4.8,4,11094.50 ,0.70 ,,,,,,,,,,,,,,,,,,
11,5,4,9938.39 ,0.72 ,,,,,,,,,,,,,,,,,,
11,5,4,11235.83 ,0.71 ,,,,,,,,,,,,,,,,,,
11,5.2,4,10063.40 ,0.74 ,,,,,,,,,,,,,,,,,,
11,5.6,4,11659.82 ,0.73 ,,,,,,,,,,,,,,,,,,
11,5.8,4,10438.44 ,0.76 ,,,,,,,,,,,,,,,,,,
11,5.8,4,11801.16 ,0.74 ,,,,,,,,,,,,,,,,,,
11,6,4,10563.45 ,0.77 ,,,,,,,,,,,,,,,,,,
11,6,4,11942.49 ,0.75 ,,,,,,,,,,,,,,,,,,
11,6.2,4,10688.46 ,0.77 ,,,,,,,,,,,,,,,,,,
11,6.6,4,12366.48 ,0.77 ,,,,,,,,,,,,,,,,,,
11,1,6,12765.98 ,0.82 ,,,,,,,,,,,,,,,,,,
11,1,6,14122.62 ,0.81 ,,,,,,,,,,,,,,,,,,
11,1.2,6,14325.83 ,0.78 ,,,,,,,,,,,,,,,,,,
11,1.6,6,13317.03 ,0.79 ,,,,,,,,,,,,,,,,,,
11,1.6,6,14732.23 ,0.78 ,,,,,,,,,,,,,,,,,,
11,2,6,13684.40 ,0.78 ,,,,,,,,,,,,,,,,,,
11,2,6,15138.64 ,0.77 ,,,,,,,,,,,,,,,,,,
11,2.4,6,15545.04 ,0.79 ,,,,,,,,,,,,,,,,,,
11,2.6,6,14235.45 ,0.81 ,,,,,,,,,,,,,,,,,,
11,2.8,6,15951.45 ,0.80 ,,,,,,,,,,,,,,,,,,
11,3,6,14602.81 ,0.83 ,,,,,,,,,,,,,,,,,,
11,3,6,16154.65 ,0.82 ,,,,,,,,,,,,,,,,,,
11,3.2,6,14786.50 ,0.84 ,,,,,,,,,,,,,,,,,,
11,3.4,6,16561.06 ,0.83 ,,,,,,,,,,,,,,,,,,
11,3.6,6,15153.86 ,0.86 ,,,,,,,,,,,,,,,,,,
11,3.6,6,16764.26 ,0.85 ,,,,,,,,,,,,,,,,,,
11,3.8,6,15337.55 ,0.87 ,,,,,,,,,,,,,,,,,,
11,4.2,6,17373.87 ,0.87 ,,,,,,,,,,,,,,,,,,
11,4.4,6,15888.60 ,0.90 ,,,,,,,,,,,,,,,,,,
11,4.4,6,17577.08 ,0.88 ,,,,,,,,,,,,,,,,,,
11,4.6,6,16072.28 ,0.92 ,,,,,,,,,,,,,,,,,,
11,5,6,18186.69 ,0.92 ,,,,,,,,,,,,,,,,,,
11,5.2,6,16623.33 ,0.95 ,,,,,,,,,,,,,,,,,,
11,5.2,6,18389.89 ,0.94 ,,,,,,,,,,,,,,,,,,
11,5.4,6,16807.01 ,0.97 ,,,,,,,,,,,,,,,,,,
11,5.8,6,18999.50 ,0.97 ,,,,,,,,,,,,,,,,,,
11,6,6,19202.70 ,0.99 ,,,,,,,,,,,,,,,,,,
11,1,4,8894.73 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.2,4,9044.22 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.4,4,9193.71 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.6,4,8323.20 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.8,4,8456.37 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.8,4,9492.69 ,0.72 ,,,,,,,,,,,,,,,,,,
11,2,4,9642.18 ,0.72 ,,,,,,,,,,,,,,,,,,
11,2.2,4,8722.71 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2.2,4,9791.67 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2.6,4,8989.06 ,0.76 ,,,,,,,,,,,,,,,,,,
11,2.6,4,10090.66 ,0.76 ,,,,,,,,,,,,,,,,,,
11,2.8,4,9122.23 ,0.77 ,,,,,,,,,,,,,,,,,,
11,2.8,4,10240.15 ,0.77 ,,,,,,,,,,,,,,,,,,
11,3.2,4,9388.57 ,0.79 ,,,,,,,,,,,,,,,,,,
11,3.2,4,10539.13 ,0.79 ,,,,,,,,,,,,,,,,,,
11,3.4,4,9521.74 ,0.80 ,,,,,,,,,,,,,,,,,,
11,3.6,4,10838.11 ,0.81 ,,,,,,,,,,,,,,,,,,
11,3.8,4,9788.08 ,0.82 ,,,,,,,,,,,,,,,,,,
11,3.8,4,10987.60 ,0.82 ,,,,,,,,,,,,,,,,,,
11,4,4,9921.25 ,0.83 ,,,,,,,,,,,,,,,,,,
11,4.2,4,11286.59 ,0.84 ,,,,,,,,,,,,,,,,,,
11,4.4,4,10187.60 ,0.85 ,,,,,,,,,,,,,,,,,,
11,4.4,4,11436.08 ,0.85 ,,,,,,,,,,,,,,,,,,
11,4.6,4,10320.77 ,0.87 ,,,,,,,,,,,,,,,,,,
11,4.6,4,11585.57 ,0.86 ,,,,,,,,,,,,,,,,,,
11,4.8,4,11735.06 ,0.88 ,,,,,,,,,,,,,,,,,,
11,5,4,10587.11 ,0.90 ,,,,,,,,,,,,,,,,,,
11,5.2,4,10720.28 ,0.91 ,,,,,,,,,,,,,,,,,,
11,5.2,4,12034.04 ,0.90 ,,,,,,,,,,,,,,,,,,
11,5.4,4,12183.53 ,0.91 ,,,,,,,,,,,,,,,,,,
11,5.6,4,10986.62 ,0.93 ,,,,,,,,,,,,,,,,,,
11,5.8,4,11119.80 ,0.95 ,,,,,,,,,,,,,,,,,,
11,5.8,4,12482.52 ,0.93 ,,,,,,,,,,,,,,,,,,
11,6,4,12632.01 ,0.95 ,,,,,,,,,,,,,,,,,,
11,6.2,4,11386.14 ,0.96 ,,,,,,,,,,,,,,,,,,
11,6.2,4,12781.50 ,0.96 ,,,,,,,,,,,,,,,,,,
11,6.4,4,11519.31 ,0.98 ,,,,,,,,,,,,,,,,,,
11,6.6,4,11652.48 ,0.99 ,,,,,,,,,,,,,,,,,,
11,6.6,4,13080.48 ,0.98 ,,,,,,,,,,,,,,,,,,
11,1,6,15140.10 ,0.96 ,,,,,,,,,,,,,,,,,,
11,1.2,6,15357.95 ,0.95 ,,,,,,,,,,,,,,,,,,
11,1.4,6,15575.79 ,0.95 ,,,,,,,,,,,,,,,,,,
11,1.6,6,14378.43 ,0.97 ,,,,,,,,,,,,,,,,,,
11,1.8,6,14576.76 ,0.98 ,,,,,,,,,,,,,,,,,,
11,2,6,16229.32 ,0.99 ,,,,,,,,,,,,,,,,,,
11,1,4,8409.21 ,0.88 ,,,,,,,,,,,,,,,,,,
11,1,4,9380.25 ,0.88 ,,,,,,,,,,,,,,,,,,
11,1.2,4,8550.54 ,0.88 ,,,,,,,,,,,,,,,,,,
11,1.4,4,8691.87 ,0.88 ,,,,,,,,,,,,,,,,,,
11,1.6,4,8833.20 ,0.89 ,,,,,,,,,,,,,,,,,,
11,1.8,4,8974.53 ,0.90 ,,,,,,,,,,,,,,,,,,
11,1.8,4,10010.85 ,0.90 ,,,,,,,,,,,,,,,,,,
11,2,4,10168.50 ,0.92 ,,,,,,,,,,,,,,,,,,
11,2.2,4,9257.19 ,0.93 ,,,,,,,,,,,,,,,,,,
11,2.2,4,10326.15 ,0.94 ,,,,,,,,,,,,,,,,,,
11,2.4,4,9398.52 ,0.95 ,,,,,,,,,,,,,,,,,,
11,2.4,4,10483.80 ,0.95 ,,,,,,,,,,,,,,,,,,
11,2.6,4,9539.86 ,0.96 ,,,,,,,,,,,,,,,,,,
11,2.8,4,9681.19 ,0.97 ,,,,,,,,,,,,,,,,,,
11,2.8,4,10799.11 ,0.98 ,,,,,,,,,,,,,,,,,,
11,3,4,9822.52 ,0.99 ,,,,,,,,,,,,,,,,,,
11,3,4,10956.76 ,0.99 ,,,,,,,,,,,,,,,,,,
11,1.2,5,6643.48 ,0.91 ,,,,,,,,,,,,,,,,,,
11,1.2,5,7817.24 ,0.83 ,,,,,,,,,,,,,,,,,,
11,2.6,5,7353.47 ,0.78 ,,,,,,,,,,,,,,,,,,
11,4.6,5,8367.74 ,0.72 ,,,,,,,,,,,,,,,,,,
11,4.6,5,9846.14 ,0.63 ,,,,,,,,,,,,,,,,,,
11,4.8,5,8469.17 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2.6,7.5,11943.11 ,0.97 ,,,,,,,,,,,,,,,,,,
11,4.4,7.5,15268.16 ,0.76 ,,,,,,,,,,,,,,,,,,
11,4.6,7.5,13348.18 ,0.91 ,,,,,,,,,,,,,,,,,,
11,1,5,8275.81 ,0.65 ,,,,,,,,,,,,,,,,,,
11,1.6,5,7451.14 ,0.60 ,,,,,,,,,,,,,,,,,,
11,1.6,5,8660.74 ,0.56 ,,,,,,,,,,,,,,,,,,
11,2.4,5,7892.68 ,0.57 ,,,,,,,,,,,,,,,,,,
11,2.4,5,9173.96 ,0.53 ,,,,,,,,,,,,,,,,,,
11,3.4,5,8444.62 ,0.58 ,,,,,,,,,,,,,,,,,,
11,3.4,5,9815.50 ,0.53 ,,,,,,,,,,,,,,,,,,
11,4.6,5,10585.34 ,0.55 ,,,,,,,,,,,,,,,,,,
11,4.8,5,9217.33 ,0.61 ,,,,,,,,,,,,,,,,,,
11,4.8,5,10713.65 ,0.56 ,,,,,,,,,,,,,,,,,,
11,5,5,9327.72 ,0.62 ,,,,,,,,,,,,,,,,,,
11,6.4,5,11740.11 ,0.60 ,,,,,,,,,,,,,,,,,,
11,6.6,5,11868.42 ,0.61 ,,,,,,,,,,,,,,,,,,
11,1,7.5,12084.93 ,0.87 ,,,,,,,,,,,,,,,,,,
11,1,7.5,13772.77 ,0.83 ,,,,,,,,,,,,,,,,,,
11,2.2,7.5,14845.98 ,0.66 ,,,,,,,,,,,,,,,,,,
11,3.2,7.5,13811.35 ,0.71 ,,,,,,,,,,,,,,,,,,
11,3.2,7.5,15740.31 ,0.66 ,,,,,,,,,,,,,,,,,,
11,4.4,7.5,14753.04 ,0.73 ,,,,,,,,,,,,,,,,,,
11,4.4,7.5,16813.52 ,0.67 ,,,,,,,,,,,,,,,,,,
11,4.6,7.5,14909.98 ,0.75 ,,,,,,,,,,,,,,,,,,
11,6,7.5,18244.45 ,0.72 ,,,,,,,,,,,,,,,,,,
11,6.2,7.5,16165.56 ,0.79 ,,,,,,,,,,,,,,,,,,
11,6.2,7.5,18423.32 ,0.73 ,,,,,,,,,,,,,,,,,,
11,6.4,7.5,16322.51 ,0.81 ,,,,,,,,,,,,,,,,,,
11,1,5,8853.73 ,0.62 ,,,,,,,,,,,,,,,,,,
11,1.4,5,7936.59 ,0.61 ,,,,,,,,,,,,,,,,,,
11,1.4,5,9128.27 ,0.59 ,,,,,,,,,,,,,,,,,,
11,1.8,5,9402.80 ,0.58 ,,,,,,,,,,,,,,,,,,
11,2.4,5,8533.32 ,0.60 ,,,,,,,,,,,,,,,,,,
11,3,5,8891.37 ,0.62 ,,,,,,,,,,,,,,,,,,
11,3,5,10226.41 ,0.61 ,,,,,,,,,,,,,,,,,,
11,3.6,5,10638.21 ,0.62 ,,,,,,,,,,,,,,,,,,
11,3.8,5,9368.76 ,0.65 ,,,,,,,,,,,,,,,,,,
11,4.6,5,11324.54 ,0.66 ,,,,,,,,,,,,,,,,,,
11,4.8,5,9965.49 ,0.69 ,,,,,,,,,,,,,,,,,,
11,5,5,10084.84 ,0.70 ,,,,,,,,,,,,,,,,,,
11,5.6,5,12010.88 ,0.70 ,,,,,,,,,,,,,,,,,,
11,5.8,5,10562.23 ,0.73 ,,,,,,,,,,,,,,,,,,
11,5.8,5,12148.15 ,0.71 ,,,,,,,,,,,,,,,,,,
11,6,5,10681.57 ,0.74 ,,,,,,,,,,,,,,,,,,
11,6.2,5,10800.92 ,0.75 ,,,,,,,,,,,,,,,,,,
11,1,7.5,13350.81 ,0.83 ,,,,,,,,,,,,,,,,,,
11,1.2,7.5,15233.96 ,0.76 ,,,,,,,,,,,,,,,,,,
11,1.6,7.5,15624.58 ,0.74 ,,,,,,,,,,,,,,,,,,
11,1.8,7.5,14044.36 ,0.77 ,,,,,,,,,,,,,,,,,,
11,2.2,7.5,14391.14 ,0.77 ,,,,,,,,,,,,,,,,,,
11,2.6,7.5,16601.11 ,0.75 ,,,,,,,,,,,,,,,,,,
11,2.8,7.5,14911.30 ,0.79 ,,,,,,,,,,,,,,,,,,
11,3.2,7.5,17187.03 ,0.77 ,,,,,,,,,,,,,,,,,,
11,3.4,7.5,15431.46 ,0.81 ,,,,,,,,,,,,,,,,,,
11,3.4,7.5,17382.34 ,0.79 ,,,,,,,,,,,,,,,,,,
11,3.6,7.5,15604.85 ,0.83 ,,,,,,,,,,,,,,,,,,
11,4,7.5,17968.26 ,0.81 ,,,,,,,,,,,,,,,,,,
11,4.2,7.5,16125.01 ,0.85 ,,,,,,,,,,,,,,,,,,
11,4.2,7.5,18163.57 ,0.82 ,,,,,,,,,,,,,,,,,,
11,4.4,7.5,16298.40 ,0.86 ,,,,,,,,,,,,,,,,,,
11,5,7.5,18944.80 ,0.86 ,,,,,,,,,,,,,,,,,,
11,5.2,7.5,16991.95 ,0.90 ,,,,,,,,,,,,,,,,,,
11,5.2,7.5,19140.11 ,0.87 ,,,,,,,,,,,,,,,,,,
11,5.4,7.5,17165.33 ,0.91 ,,,,,,,,,,,,,,,,,,
11,6,7.5,19921.33 ,0.91 ,,,,,,,,,,,,,,,,,,
11,6.2,7.5,17858.88 ,0.94 ,,,,,,,,,,,,,,,,,,
11,6.4,7.5,18032.27 ,0.96 ,,,,,,,,,,,,,,,,,,
11,6.6,7.5,18205.66 ,0.97 ,,,,,,,,,,,,,,,,,,
11,1,5,9431.65 ,0.71 ,,,,,,,,,,,,,,,,,,
11,1.4,5,8532.43 ,0.73 ,,,,,,,,,,,,,,,,,,
11,1.6,5,9870.34 ,0.72 ,,,,,,,,,,,,,,,,,,
11,1.8,5,8789.04 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2,5,8917.35 ,0.74 ,,,,,,,,,,,,,,,,,,
11,2,5,10162.79 ,0.73 ,,,,,,,,,,,,,,,,,,
11,2.2,5,9045.66 ,0.75 ,,,,,,,,,,,,,,,,,,
11,2.4,5,10455.24 ,0.75 ,,,,,,,,,,,,,,,,,,
11,2.6,5,9302.27 ,0.77 ,,,,,,,,,,,,,,,,,,
11,2.6,5,10601.47 ,0.76 ,,,,,,,,,,,,,,,,,,
11,3,5,10893.93 ,0.78 ,,,,,,,,,,,,,,,,,,
11,3.2,5,9687.19 ,0.80 ,,,,,,,,,,,,,,,,,,
11,3.4,5,11186.38 ,0.80 ,,,,,,,,,,,,,,,,,,
11,3.6,5,9943.81 ,0.82 ,,,,,,,,,,,,,,,,,,
11,3.6,5,11332.61 ,0.82 ,,,,,,,,,,,,,,,,,,
11,3.8,5,10072.12 ,0.84 ,,,,,,,,,,,,,,,,,,
11,4,5,11625.06 ,0.83 ,,,,,,,,,,,,,,,,,,
11,4.2,5,10328.73 ,0.85 ,,,,,,,,,,,,,,,,,,
11,4.2,5,11771.29 ,0.84 ,,,,,,,,,,,,,,,,,,
11,4.4,5,10457.04 ,0.86 ,,,,,,,,,,,,,,,,,,
11,4.6,5,12063.74 ,0.86 ,,,,,,,,,,,,,,,,,,
11,4.8,5,10713.65 ,0.88 ,,,,,,,,,,,,,,,,,,
11,4.8,5,12209.97 ,0.87 ,,,,,,,,,,,,,,,,,,
11,5,5,10841.96 ,0.90 ,,,,,,,,,,,,,,,,,,
11,5.2,5,10970.27 ,0.91 ,,,,,,,,,,,,,,,,,,
11,5.4,5,12648.65 ,0.91 ,,,,,,,,,,,,,,,,,,
11,5.6,5,11226.88 ,0.93 ,,,,,,,,,,,,,,,,,,
11,5.6,5,12794.88 ,0.92 ,,,,,,,,,,,,,,,,,,
11,5.8,5,11355.19 ,0.94 ,,,,,,,,,,,,,,,,,,
11,6,5,13087.33 ,0.94 ,,,,,,,,,,,,,,,,,,
11,6.2,5,13233.56 ,0.95 ,,,,,,,,,,,,,,,,,,
11,6.4,5,11740.11 ,0.97 ,,,,,,,,,,,,,,,,,,
11,6.4,5,13379.79 ,0.96 ,,,,,,,,,,,,,,,,,,
11,6.6,5,11868.42 ,0.98 ,,,,,,,,,,,,,,,,,,
11,1,7.5,14616.69 ,0.96 ,,,,,,,,,,,,,,,,,,
11,1.2,7.5,14806.52 ,0.95 ,,,,,,,,,,,,,,,,,,
