dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,c*Nx,V(mm鲁),P,,dc1,dc2,Nx*c,V(mm鲁),P
13,5.8,4,15510.30 ,0.94 ,,,,,,,,,,,,,,,,,,
13,6,4,14081.72 ,0.96 ,,,,,,,,,,,,,,,,,,
13,1,4,10726.20 ,0.92 ,,,,,,,,,,,,,,,,,,
13,1,4,11882.04 ,0.92 ,,,,,,,,,,,,,,,,,,
13,1,4,11882.04 ,0.92 ,,,,,,,,,,,,,,,,,,
13,1.2,4,10892.49 ,0.91 ,,,,,,,,,,,,,,,,,,
13,1.2,4,12066.25 ,0.92 ,,,,,,,,,,,,,,,,,,
13,1.4,4,11058.79 ,0.92 ,,,,,,,,,,,,,,,,,,
13,2.6,5,9500.38 ,0.58 ,,,,,,,,,,,,,,,,,,
13,2.6,5,11013.18 ,0.54 ,,,,,,,,,,,,,,,,,,
13,4,5,12007.92 ,0.51 ,,,,,,,,,,,,,,,,,,
13,4.2,5,10481.07 ,0.57 ,,,,,,,,,,,,,,,,,,
13,6,5,13428.98 ,0.51 ,,,,,,,,,,,,,,,,,,
13,6.2,5,11706.92 ,0.57 ,,,,,,,,,,,,,,,,,,
13,6.2,5,13571.08 ,0.52 ,,,,,,,,,,,,,,,,,,
13,6.4,5,11829.51 ,0.58 ,,,,,,,,,,,,,,,,,,
13,2.6,7.5,14881.10 ,0.72 ,,,,,,,,,,,,,,,,,,
13,2.6,7.5,16997.90 ,0.67 ,,,,,,,,,,,,,,,,,,
13,4,7.5,16038.52 ,0.68 ,,,,,,,,,,,,,,,,,,
13,4,7.5,18319.96 ,0.62 ,,,,,,,,,,,,,,,,,,
13,6,7.5,17691.98 ,0.69 ,,,,,,,,,,,,,,,,,,
13,6.2,7.5,17857.32 ,0.71 ,,,,,,,,,,,,,,,,,,
13,1.2,5,10706.52 ,0.56 ,,,,,,,,,,,,,,,,,,
13,1.8,5,9727.40 ,0.54 ,,,,,,,,,,,,,,,,,,
13,2.4,5,10124.44 ,0.51 ,,,,,,,,,,,,,,,,,,
13,3,5,10521.48 ,0.50 ,,,,,,,,,,,,,,,,,,
13,3,5,12073.32 ,0.48 ,,,,,,,,,,,,,,,,,,
13,3.8,5,12680.78 ,0.49 ,,,,,,,,,,,,,,,,,,
13,4,5,11183.20 ,0.52 ,,,,,,,,,,,,,,,,,,
13,4.8,5,13440.11 ,0.51 ,,,,,,,,,,,,,,,,,,
13,5,5,11844.93 ,0.54 ,,,,,,,,,,,,,,,,,,
13,5,5,13591.97 ,0.52 ,,,,,,,,,,,,,,,,,,
13,5.2,5,11977.28 ,0.55 ,,,,,,,,,,,,,,,,,,
13,6.2,5,14503.16 ,0.55 ,,,,,,,,,,,,,,,,,,
13,6.4,5,12771.35 ,0.58 ,,,,,,,,,,,,,,,,,,
13,6.4,5,14655.03 ,0.56 ,,,,,,,,,,,,,,,,,,
13,6.6,5,12903.70 ,0.59 ,,,,,,,,,,,,,,,,,,
13,7.8,5,15718.09 ,0.59 ,,,,,,,,,,,,,,,,,,
13,1.2,7.5,15187.80 ,0.72 ,,,,,,,,,,,,,,,,,,
13,1.2,7.5,17139.96 ,0.70 ,,,,,,,,,,,,,,,,,,
13,2.2,7.5,16102.73 ,0.62 ,,,,,,,,,,,,,,,,,,
13,2.2,7.5,18172.49 ,0.60 ,,,,,,,,,,,,,,,,,,
13,2.8,7.5,18792.01 ,0.59 ,,,,,,,,,,,,,,,,,,
13,3.6,7.5,19618.03 ,0.60 ,,,,,,,,,,,,,,,,,,
13,3.8,7.5,17566.62 ,0.64 ,,,,,,,,,,,,,,,,,,
13,4.8,7.5,18481.55 ,0.67 ,,,,,,,,,,,,,,,,,,
13,6,7.5,19579.46 ,0.70 ,,,,,,,,,,,,,,,,,,
13,6.2,7.5,19762.44 ,0.71 ,,,,,,,,,,,,,,,,,,
13,1,5,9876.34 ,0.64 ,,,,,,,,,,,,,,,,,,
13,1.2,5,10018.44 ,0.61 ,,,,,,,,,,,,,,,,,,
13,1.4,5,11556.23 ,0.59 ,,,,,,,,,,,,,,,,,,
13,1.8,5,11879.48 ,0.59 ,,,,,,,,,,,,,,,,,,
13,2.2,5,12202.73 ,0.59 ,,,,,,,,,,,,,,,,,,
13,2.4,5,10871.08 ,0.60 ,,,,,,,,,,,,,,,,,,
13,2.6,5,12525.98 ,0.59 ,,,,,,,,,,,,,,,,,,
13,2.8,5,11155.29 ,0.61 ,,,,,,,,,,,,,,,,,,
13,3.2,5,11439.50 ,0.62 ,,,,,,,,,,,,,,,,,,
13,3.2,5,13010.86 ,0.62 ,,,,,,,,,,,,,,,,,,
13,3.4,5,11581.61 ,0.63 ,,,,,,,,,,,,,,,,,,
13,3.6,5,13334.11 ,0.63 ,,,,,,,,,,,,,,,,,,
13,3.8,5,11865.82 ,0.64 ,,,,,,,,,,,,,,,,,,
13,3.8,5,13495.74 ,0.64 ,,,,,,,,,,,,,,,,,,
13,4,5,12007.92 ,0.65 ,,,,,,,,,,,,,,,,,,
13,4.4,5,13980.61 ,0.66 ,,,,,,,,,,,,,,,,,,
13,4.6,5,12434.24 ,0.67 ,,,,,,,,,,,,,,,,,,
13,4.6,5,14142.24 ,0.66 ,,,,,,,,,,,,,,,,,,
13,4.8,5,12576.35 ,0.68 ,,,,,,,,,,,,,,,,,,
13,5.2,5,14627.12 ,0.68 ,,,,,,,,,,,,,,,,,,
13,5.4,5,13002.66 ,0.70 ,,,,,,,,,,,,,,,,,,
13,5.4,5,14788.74 ,0.69 ,,,,,,,,,,,,,,,,,,
13,5.6,5,13144.77 ,0.71 ,,,,,,,,,,,,,,,,,,
13,5.8,5,13286.87 ,0.72 ,,,,,,,,,,,,,,,,,,
13,6,5,15273.62 ,0.71 ,,,,,,,,,,,,,,,,,,
13,6.2,5,15435.24 ,0.72 ,,,,,,,,,,,,,,,,,,
13,6.4,5,13713.19 ,0.74 ,,,,,,,,,,,,,,,,,,
13,6.4,5,15596.87 ,0.73 ,,,,,,,,,,,,,,,,,,
13,6.6,5,13855.30 ,0.75 ,,,,,,,,,,,,,,,,,,
13,6.8,5,13997.40 ,0.76 ,,,,,,,,,,,,,,,,,,
13,7,5,16081.75 ,0.75 ,,,,,,,,,,,,,,,,,,
13,7.2,5,16243.37 ,0.76 ,,,,,,,,,,,,,,,,,,
13,7.4,5,14423.72 ,0.78 ,,,,,,,,,,,,,,,,,,
13,7.4,5,16405.00 ,0.77 ,,,,,,,,,,,,,,,,,,
13,7.6,5,14565.82 ,0.79 ,,,,,,,,,,,,,,,,,,
13,7.8,5,14707.93 ,0.80 ,,,,,,,,,,,,,,,,,,
13,1,7.5,18379.94 ,0.76 ,,,,,,,,,,,,,,,,,,
13,1.6,7.5,17053.18 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.6,7.5,19052.38 ,0.74 ,,,,,,,,,,,,,,,,,,
13,2,7.5,17454.43 ,0.75 ,,,,,,,,,,,,,,,,,,
13,2,7.5,19500.67 ,0.74 ,,,,,,,,,,,,,,,,,,
13,2.2,7.5,17655.05 ,0.76 ,,,,,,,,,,,,,,,,,,
13,2.4,7.5,19948.96 ,0.74 ,,,,,,,,,,,,,,,,,,
13,2.6,7.5,18056.30 ,0.77 ,,,,,,,,,,,,,,,,,,
13,3,7.5,18457.56 ,0.78 ,,,,,,,,,,,,,,,,,,
13,3.6,7.5,19059.43 ,0.82 ,,,,,,,,,,,,,,,,,,
13,4,7.5,19460.68 ,0.83 ,,,,,,,,,,,,,,,,,,
13,4.2,7.5,19661.31 ,0.84 ,,,,,,,,,,,,,,,,,,
13,1,5,11911.30 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.2,5,10706.52 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.2,5,12082.68 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.4,5,10858.39 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.4,5,12254.07 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.6,5,11010.26 ,0.76 ,,,,,,,,,,,,,,,,,,
13,1.6,5,12425.46 ,0.76 ,,,,,,,,,,,,,,,,,,
13,1.8,5,12596.84 ,0.76 ,,,,,,,,,,,,,,,,,,
13,2,5,11313.99 ,0.77 ,,,,,,,,,,,,,,,,,,
13,2.2,5,11465.85 ,0.78 ,,,,,,,,,,,,,,,,,,
13,2.2,5,12939.61 ,0.78 ,,,,,,,,,,,,,,,,,,
13,2.4,5,11617.72 ,0.79 ,,,,,,,,,,,,,,,,,,
13,2.6,5,11769.58 ,0.79 ,,,,,,,,,,,,,,,,,,
13,2.6,5,13282.38 ,0.79 ,,,,,,,,,,,,,,,,,,
13,2.8,5,11921.45 ,0.81 ,,,,,,,,,,,,,,,,,,
13,3,5,12073.32 ,0.82 ,,,,,,,,,,,,,,,,,,
13,3,5,13625.16 ,0.82 ,,,,,,,,,,,,,,,,,,
13,3.2,5,12225.18 ,0.83 ,,,,,,,,,,,,,,,,,,
13,3.2,5,13796.54 ,0.83 ,,,,,,,,,,,,,,,,,,
13,3.4,5,12377.05 ,0.84 ,,,,,,,,,,,,,,,,,,
13,3.4,5,13967.93 ,0.84 ,,,,,,,,,,,,,,,,,,
13,3.6,5,12528.91 ,0.85 ,,,,,,,,,,,,,,,,,,
13,3.6,5,14139.31 ,0.85 ,,,,,,,,,,,,,,,,,,
13,3.8,5,12680.78 ,0.86 ,,,,,,,,,,,,,,,,,,
13,4,5,14482.08 ,0.87 ,,,,,,,,,,,,,,,,,,
13,4.2,5,12984.51 ,0.88 ,,,,,,,,,,,,,,,,,,
13,4.4,5,14824.85 ,0.89 ,,,,,,,,,,,,,,,,,,
13,4.6,5,13288.24 ,0.90 ,,,,,,,,,,,,,,,,,,
13,4.6,5,14996.24 ,0.90 ,,,,,,,,,,,,,,,,,,
13,4.8,5,13440.11 ,0.91 ,,,,,,,,,,,,,,,,,,
13,4.8,5,15167.63 ,0.91 ,,,,,,,,,,,,,,,,,,
13,5,5,13591.97 ,0.92 ,,,,,,,,,,,,,,,,,,
13,5,5,15339.01 ,0.92 ,,,,,,,,,,,,,,,,,,
13,5.2,5,13743.84 ,0.92 ,,,,,,,,,,,,,,,,,,
13,5.4,5,13895.70 ,0.93 ,,,,,,,,,,,,,,,,,,
13,5.4,5,15681.78 ,0.93 ,,,,,,,,,,,,,,,,,,
13,5.6,5,14047.57 ,0.94 ,,,,,,,,,,,,,,,,,,
13,5.6,5,15853.17 ,0.94 ,,,,,,,,,,,,,,,,,,
13,5.8,5,14199.43 ,0.95 ,,,,,,,,,,,,,,,,,,
13,5.8,5,16024.55 ,0.95 ,,,,,,,,,,,,,,,,,,
13,6,5,16195.94 ,0.96 ,,,,,,,,,,,,,,,,,,
13,6.2,5,14503.16 ,0.97 ,,,,,,,,,,,,,,,,,,
13,6.2,5,16367.32 ,0.97 ,,,,,,,,,,,,,,,,,,
13,6.4,5,14655.03 ,0.98 ,,,,,,,,,,,,,,,,,,
13,6.4,5,16538.71 ,0.98 ,,,,,,,,,,,,,,,,,,
13,6.6,5,16710.10 ,0.99 ,,,,,,,,,,,,,,,,,,
13,6.8,5,14958.76 ,1.00 ,,,,,,,,,,,,,,,,,,
13,6.8,5,16881.48 ,1.00 ,,,,,,,,,,,,,,,,,,
13,1,7.5,19826.42 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.2,7.5,18116.04 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.4,7.5,18334.31 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.6,7.5,18552.58 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.8,7.5,18770.84 ,1.00 ,,,,,,,,,,,,,,,,,,
13,1,5,11232.98 ,0.98 ,,,,,,,,,,,,,,,,,,
13,1,5,12589.62 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.2,5,11394.60 ,0.98 ,,,,,,,,,,,,,,,,,,
13,1.2,5,12770.76 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.4,5,11556.23 ,0.98 ,,,,,,,,,,,,,,,,,,
13,1.4,5,12951.91 ,1.00 ,,,,,,,,,,,,,,,,,,
13,1.6,5,11717.86 ,0.99 ,,,,,,,,,,,,,,,,,,
13,2,6,9704.85 ,0.93 ,,,,,,,,,,,,,,,,,,
13,4,6,12815.83 ,0.68 ,,,,,,,,,,,,,,,,,,
13,4.2,6,11047.66 ,0.80 ,,,,,,,,,,,,,,,,,,
13,7.8,6,13244.99 ,0.80 ,,,,,,,,,,,,,,,,,,
13,7.8,6,15536.51 ,0.69 ,,,,,,,,,,,,,,,,,,
13,4,9,17010.26 ,0.96 ,,,,,,,,,,,,,,,,,,
13,4,9,19718.90 ,0.83 ,,,,,,,,,,,,,,,,,,
13,7.6,9,19940.26 ,0.97 ,,,,,,,,,,,,,,,,,,
13,1,6,9881.20 ,0.68 ,,,,,,,,,,,,,,,,,,
13,1,6,11454.64 ,0.65 ,,,,,,,,,,,,,,,,,,
13,1.6,6,10279.10 ,0.62 ,,,,,,,,,,,,,,,,,,
13,2.2,6,10677.00 ,0.56 ,,,,,,,,,,,,,,,,,,
13,2.2,6,12377.16 ,0.53 ,,,,,,,,,,,,,,,,,,
13,3,6,12992.18 ,0.51 ,,,,,,,,,,,,,,,,,,
13,3.2,6,11340.17 ,0.55 ,,,,,,,,,,,,,,,,,,
13,4.2,6,12003.34 ,0.56 ,,,,,,,,,,,,,,,,,,
13,4.2,6,13914.70 ,0.53 ,,,,,,,,,,,,,,,,,,
13,4.4,6,12135.97 ,0.57 ,,,,,,,,,,,,,,,,,,
13,5.6,6,14990.98 ,0.55 ,,,,,,,,,,,,,,,,,,
13,5.8,6,13064.41 ,0.59 ,,,,,,,,,,,,,,,,,,
13,5.8,6,15144.73 ,0.56 ,,,,,,,,,,,,,,,,,,
13,6,6,13197.04 ,0.61 ,,,,,,,,,,,,,,,,,,
13,7.6,6,16528.51 ,0.60 ,,,,,,,,,,,,,,,,,,
13,7.8,6,14390.75 ,0.64 ,,,,,,,,,,,,,,,,,,
13,7.8,6,16682.27 ,0.61 ,,,,,,,,,,,,,,,,,,
13,1,9,16308.48 ,0.84 ,,,,,,,,,,,,,,,,,,
13,2.2,9,17401.78 ,0.70 ,,,,,,,,,,,,,,,,,,
13,3,9,18130.65 ,0.67 ,,,,,,,,,,,,,,,,,,
13,4.2,9,19223.96 ,0.70 ,,,,,,,,,,,,,,,,,,
13,1,6,12241.36 ,0.67 ,,,,,,,,,,,,,,,,,,
13,1.2,6,12405.68 ,0.65 ,,,,,,,,,,,,,,,,,,
13,1.6,6,11097.50 ,0.65 ,,,,,,,,,,,,,,,,,,
13,1.6,6,12734.30 ,0.63 ,,,,,,,,,,,,,,,,,,
13,2,6,11383.89 ,0.64 ,,,,,,,,,,,,,,,,,,
13,2,6,13062.93 ,0.63 ,,,,,,,,,,,,,,,,,,
13,2.4,6,13391.56 ,0.63 ,,,,,,,,,,,,,,,,,,
13,2.6,6,11813.47 ,0.65 ,,,,,,,,,,,,,,,,,,
13,3,6,12099.86 ,0.66 ,,,,,,,,,,,,,,,,,,
13,3,6,13884.50 ,0.65 ,,,,,,,,,,,,,,,,,,
13,3.2,6,12243.05 ,0.67 ,,,,,,,,,,,,,,,,,,
13,3.4,6,14213.13 ,0.66 ,,,,,,,,,,,,,,,,,,
13,3.6,6,12529.44 ,0.68 ,,,,,,,,,,,,,,,,,,
13,3.6,6,14377.44 ,0.67 ,,,,,,,,,,,,,,,,,,
13,3.8,6,12672.63 ,0.69 ,,,,,,,,,,,,,,,,,,
13,4.2,6,14870.38 ,0.69 ,,,,,,,,,,,,,,,,,,
13,4.4,6,13102.21 ,0.71 ,,,,,,,,,,,,,,,,,,
13,4.4,6,15034.69 ,0.70 ,,,,,,,,,,,,,,,,,,
13,4.6,6,13245.41 ,0.72 ,,,,,,,,,,,,,,,,,,
13,5,6,15527.64 ,0.72 ,,,,,,,,,,,,,,,,,,
13,5.2,6,13674.99 ,0.74 ,,,,,,,,,,,,,,,,,,
13,5.2,6,15691.95 ,0.73 ,,,,,,,,,,,,,,,,,,
13,5.4,6,13818.18 ,0.75 ,,,,,,,,,,,,,,,,,,
13,5.6,6,13961.38 ,0.76 ,,,,,,,,,,,,,,,,,,
13,6,6,16349.20 ,0.76 ,,,,,,,,,,,,,,,,,,
13,6.2,6,14390.96 ,0.78 ,,,,,,,,,,,,,,,,,,
13,6.2,6,16513.52 ,0.77 ,,,,,,,,,,,,,,,,,,
13,6.4,6,14534.15 ,0.79 ,,,,,,,,,,,,,,,,,,
13,6.6,6,14677.34 ,0.80 ,,,,,,,,,,,,,,,,,,
13,7,6,17170.77 ,0.80 ,,,,,,,,,,,,,,,,,,
13,7.2,6,15106.92 ,0.82 ,,,,,,,,,,,,,,,,,,
13,7.2,6,17335.08 ,0.81 ,,,,,,,,,,,,,,,,,,
13,7.4,6,15250.12 ,0.83 ,,,,,,,,,,,,,,,,,,
13,7.4,6,17499.40 ,0.81 ,,,,,,,,,,,,,,,,,,
13,7.6,6,15393.31 ,0.84 ,,,,,,,,,,,,,,,,,,
13,1.2,9,18250.01 ,0.83 ,,,,,,,,,,,,,,,,,,
13,2,9,19056.64 ,0.80 ,,,,,,,,,,,,,,,,,,
13,2.4,9,19459.96 ,0.80 ,,,,,,,,,,,,,,,,,,
13,2.8,9,19863.27 ,0.81 ,,,,,,,,,,,,,,,,,,
13,1,6,11454.64 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1,6,13028.08 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.2,6,11608.40 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.2,6,13202.96 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.4,6,11762.15 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.4,6,13377.83 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.6,6,11915.90 ,0.86 ,,,,,,,,,,,,,,,,,,
13,1.6,6,13552.70 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.8,6,12069.66 ,0.87 ,,,,,,,,,,,,,,,,,,
13,1.8,6,13727.58 ,0.87 ,,,,,,,,,,,,,,,,,,
13,2,6,13902.45 ,0.88 ,,,,,,,,,,,,,,,,,,
13,2.2,6,12377.16 ,0.89 ,,,,,,,,,,,,,,,,,,
13,2.2,6,14077.32 ,0.88 ,,,,,,,,,,,,,,,,,,
13,2.4,6,12530.92 ,0.89 ,,,,,,,,,,,,,,,,,,
13,2.4,6,14252.20 ,0.89 ,,,,,,,,,,,,,,,,,,
13,2.6,6,12684.67 ,0.90 ,,,,,,,,,,,,,,,,,,
13,2.8,6,12838.43 ,0.91 ,,,,,,,,,,,,,,,,,,
13,2.8,6,14601.95 ,0.91 ,,,,,,,,,,,,,,,,,,
13,3,6,12992.18 ,0.93 ,,,,,,,,,,,,,,,,,,
13,3,6,14776.82 ,0.92 ,,,,,,,,,,,,,,,,,,
13,3.2,6,13145.93 ,0.94 ,,,,,,,,,,,,,,,,,,
13,3.2,6,14951.69 ,0.94 ,,,,,,,,,,,,,,,,,,
13,3.4,6,13299.69 ,0.95 ,,,,,,,,,,,,,,,,,,
13,3.4,6,15126.57 ,0.95 ,,,,,,,,,,,,,,,,,,
13,3.6,6,13453.44 ,0.97 ,,,,,,,,,,,,,,,,,,
13,3.6,6,15301.44 ,0.96 ,,,,,,,,,,,,,,,,,,
13,3.8,6,13607.19 ,0.98 ,,,,,,,,,,,,,,,,,,
13,3.8,6,15476.31 ,0.97 ,,,,,,,,,,,,,,,,,,
13,4,6,13760.95 ,0.99 ,,,,,,,,,,,,,,,,,,
13,4.2,6,15826.06 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1,7,10440.07 ,0.91 ,,,,,,,,,,,,,,,,,,
13,3.6,7,12147.25 ,0.69 ,,,,,,,,,,,,,,,,,,
13,3.6,7,14248.85 ,0.61 ,,,,,,,,,,,,,,,,,,
13,5.6,7,15789.26 ,0.59 ,,,,,,,,,,,,,,,,,,
13,5.8,7,13591.79 ,0.68 ,,,,,,,,,,,,,,,,,,
13,5.8,7,15943.31 ,0.61 ,,,,,,,,,,,,,,,,,,
13,3.6,10.5,19563.46 ,0.88 ,,,,,,,,,,,,,,,,,,
13,1.2,7,11485.87 ,0.71 ,,,,,,,,,,,,,,,,,,
13,1.6,7,11771.23 ,0.67 ,,,,,,,,,,,,,,,,,,
13,2.2,7,12199.28 ,0.64 ,,,,,,,,,,,,,,,,,,
13,2.6,7,14472.64 ,0.61 ,,,,,,,,,,,,,,,,,,
13,2.8,7,12627.32 ,0.63 ,,,,,,,,,,,,,,,,,,
13,3.4,7,15134.25 ,0.62 ,,,,,,,,,,,,,,,,,,
13,3.6,7,13198.05 ,0.64 ,,,,,,,,,,,,,,,,,,
13,4.2,7,15795.85 ,0.64 ,,,,,,,,,,,,,,,,,,
13,4.4,7,13768.77 ,0.67 ,,,,,,,,,,,,,,,,,,
13,5.2,7,16622.86 ,0.67 ,,,,,,,,,,,,,,,,,,
13,5.4,7,14482.18 ,0.70 ,,,,,,,,,,,,,,,,,,
13,5.4,7,16788.26 ,0.68 ,,,,,,,,,,,,,,,,,,
13,5.6,7,14624.86 ,0.71 ,,,,,,,,,,,,,,,,,,
13,6.4,7,17615.27 ,0.71 ,,,,,,,,,,,,,,,,,,
13,6.6,7,15338.27 ,0.74 ,,,,,,,,,,,,,,,,,,
13,6.6,7,17780.67 ,0.72 ,,,,,,,,,,,,,,,,,,
13,6.8,7,15480.95 ,0.75 ,,,,,,,,,,,,,,,,,,
13,7.8,7,18773.08 ,0.75 ,,,,,,,,,,,,,,,,,,
13,1.6,10.5,19908.96 ,0.83 ,,,,,,,,,,,,,,,,,,
13,1,7,12246.31 ,0.86 ,,,,,,,,,,,,,,,,,,
13,1,7,14052.55 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.2,7,12400.35 ,0.86 ,,,,,,,,,,,,,,,,,,
13,1.4,7,12554.39 ,0.86 ,,,,,,,,,,,,,,,,,,
13,1.6,7,14582.83 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.8,7,12862.47 ,0.87 ,,,,,,,,,,,,,,,,,,
13,1.8,7,14759.59 ,0.86 ,,,,,,,,,,,,,,,,,,
13,2,7,13016.52 ,0.88 ,,,,,,,,,,,,,,,,,,
13,2,7,14936.36 ,0.87 ,,,,,,,,,,,,,,,,,,
13,2.4,7,13324.60 ,0.90 ,,,,,,,,,,,,,,,,,,
13,2.4,7,15289.88 ,0.89 ,,,,,,,,,,,,,,,,,,
13,2.6,7,15466.64 ,0.90 ,,,,,,,,,,,,,,,,,,
13,2.8,7,13632.68 ,0.91 ,,,,,,,,,,,,,,,,,,
13,2.8,7,15643.40 ,0.91 ,,,,,,,,,,,,,,,,,,
13,3,7,15820.16 ,0.92 ,,,,,,,,,,,,,,,,,,
13,3.2,7,13940.76 ,0.94 ,,,,,,,,,,,,,,,,,,
13,3.2,7,15996.92 ,0.93 ,,,,,,,,,,,,,,,,,,
13,3.4,7,14094.81 ,0.95 ,,,,,,,,,,,,,,,,,,
13,3.6,7,16350.45 ,0.96 ,,,,,,,,,,,,,,,,,,
13,3.8,7,14402.89 ,0.97 ,,,,,,,,,,,,,,,,,,
13,3.8,7,16527.21 ,0.97 ,,,,,,,,,,,,,,,,,,
13,4,7,14556.93 ,0.99 ,,,,,,,,,,,,,,,,,,
13,4,7,16703.97 ,0.98 ,,,,,,,,,,,,,,,,,,
13,4.2,7,14710.97 ,1.00 ,,,,,,,,,,,,,,,,,,
13,4.2,7,16880.73 ,0.99 ,,,,,,,,,,,,,,,,,,
13,1.8,8,12440.41 ,0.70 ,,,,,,,,,,,,,,,,,,
13,1.8,8,14592.73 ,0.65 ,,,,,,,,,,,,,,,,,,
13,2.8,8,15417.18 ,0.60 ,,,,,,,,,,,,,,,,,,
13,4.2,8,14127.24 ,0.65 ,,,,,,,,,,,,,,,,,,
13,4.2,8,16571.40 ,0.59 ,,,,,,,,,,,,,,,,,,
13,4.4,8,14267.81 ,0.66 ,,,,,,,,,,,,,,,,,,
13,5.8,8,17890.52 ,0.60 ,,,,,,,,,,,,,,,,,,
13,6,8,15392.37 ,0.67 ,,,,,,,,,,,,,,,,,,
13,6,8,18055.41 ,0.61 ,,,,,,,,,,,,,,,,,,
13,6.2,8,15532.94 ,0.68 ,,,,,,,,,,,,,,,,,,
13,1,8,12905.65 ,0.85 ,,,,,,,,,,,,,,,,,,
13,1.2,8,13058.38 ,0.81 ,,,,,,,,,,,,,,,,,,
13,1.4,8,15314.79 ,0.77 ,,,,,,,,,,,,,,,,,,
13,1.8,8,15668.89 ,0.76 ,,,,,,,,,,,,,,,,,,
13,2.2,8,16022.99 ,0.77 ,,,,,,,,,,,,,,,,,,
13,2.4,8,13974.76 ,0.79 ,,,,,,,,,,,,,,,,,,
13,2.8,8,16554.14 ,0.78 ,,,,,,,,,,,,,,,,,,
13,3,8,14432.95 ,0.80 ,,,,,,,,,,,,,,,,,,
13,3.2,8,16908.24 ,0.79 ,,,,,,,,,,,,,,,,,,
13,3.4,8,14738.41 ,0.81 ,,,,,,,,,,,,,,,,,,
13,3.4,8,17085.29 ,0.80 ,,,,,,,,,,,,,,,,,,
13,3.6,8,14891.14 ,0.82 ,,,,,,,,,,,,,,,,,,
13,3.8,8,17439.39 ,0.82 ,,,,,,,,,,,,,,,,,,
13,4,8,15196.60 ,0.84 ,,,,,,,,,,,,,,,,,,
13,4,8,17616.44 ,0.83 ,,,,,,,,,,,,,,,,,,
13,4.2,8,15349.32 ,0.85 ,,,,,,,,,,,,,,,,,,
13,4.6,8,18147.58 ,0.85 ,,,,,,,,,,,,,,,,,,
13,4.8,8,15807.51 ,0.88 ,,,,,,,,,,,,,,,,,,
13,4.8,8,18324.63 ,0.86 ,,,,,,,,,,,,,,,,,,
13,5,8,15960.24 ,0.89 ,,,,,,,,,,,,,,,,,,
13,5.4,8,18855.78 ,0.88 ,,,,,,,,,,,,,,,,,,
13,5.6,8,19032.83 ,0.89 ,,,,,,,,,,,,,,,,,,
13,5.8,8,16571.16 ,0.92 ,,,,,,,,,,,,,,,,,,
13,5.8,8,19209.88 ,0.90 ,,,,,,,,,,,,,,,,,,
13,6,8,16723.89 ,0.93 ,,,,,,,,,,,,,,,,,,
13,6.4,8,19741.03 ,0.92 ,,,,,,,,,,,,,,,,,,
13,6.6,8,17182.08 ,0.95 ,,,,,,,,,,,,,,,,,,
13,6.6,8,19918.08 ,0.94 ,,,,,,,,,,,,,,,,,,
13,6.8,8,17334.81 ,0.96 ,,,,,,,,,,,,,,,,,,
13,7,8,17487.54 ,0.98 ,,,,,,,,,,,,,,,,,,
13,2.2,9,14307.58 ,0.69 ,,,,,,,,,,,,,,,,,,
13,3,9,14906.85 ,0.67 ,,,,,,,,,,,,,,,,,,
13,3,9,17485.89 ,0.63 ,,,,,,,,,,,,,,,,,,
13,4,9,18364.58 ,0.63 ,,,,,,,,,,,,,,,,,,
13,4.2,9,15805.76 ,0.68 ,,,,,,,,,,,,,,,,,,
13,5.2,9,19419.00 ,0.65 ,,,,,,,,,,,,,,,,,,
13,5.4,9,16704.66 ,0.70 ,,,,,,,,,,,,,,,,,,
13,5.4,9,19594.74 ,0.66 ,,,,,,,,,,,,,,,,,,
13,5.6,9,16854.48 ,0.71 ,,,,,,,,,,,,,,,,,,
13,7.2,9,18053.02 ,0.75 ,,,,,,,,,,,,,,,,,,
13,7.4,9,18202.84 ,0.76 ,,,,,,,,,,,,,,,,,,
13,7.6,9,18352.66 ,0.77 ,,,,,,,,,,,,,,,,,,
13,1,9,14568.60 ,0.99 ,,,,,,,,,,,,,,,,,,
